ID,Latitude,Longitude,Community,Method,StartDay,StartMonth,EndDay,EndMonth,Year,Family,Genus,Species,Sex
RM19-147,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-148,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-149,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-150,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-151,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-152,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-153,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-154,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-155,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-156,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-157,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-159,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-160,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-161,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-162,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-163,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-164,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-165,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-166,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-167,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-168,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-169,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-170,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-171,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-172,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-173,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-174,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-175,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-176,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-177,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-178,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-179,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-181,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-182,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-185,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-187,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-188,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-189,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-190,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-191,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-193,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-195,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-197,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-198,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-200,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-202,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-203,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-204,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-205,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-206,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-207,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-208,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-210,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-211,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-212,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-213,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-214,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-215,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-216,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-217,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-218,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-219,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-221,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-222,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-223,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-225,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-227,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-229,50.9667,-114.0819,Haysboro,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-234,51.0889,-114.1494,Varsity,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-239,50.9377,-114.1053,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-240,50.9377,-114.1053,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-256,51.0919,-114.1955,Bowness,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-257,51.0919,-114.1955,Bowness,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-272,51.0919,-114.1955,Bowness,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-283,51.0956,-114.2172,Bowness,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-290,51.0359,-114.1431,Glendale,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-303,51.0548,-114.1595,Wildwood,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-311,50.9681,-114.0926,Haysboro,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-314,50.9681,-114.0926,Haysboro,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-315,50.9681,-114.0926,Haysboro,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-320,50.9681,-114.0926,Haysboro,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-323,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-324,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-325,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-326,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-327,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-328,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-329,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-330,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-331,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-334,50.9981,-114.1156,Lakeview,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-337,51.0355,-114.1211,Killarney,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-338,51.0355,-114.1211,Killarney,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-342,51.0355,-114.1211,Killarney,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-344,50.9488,-114.1208,Woodbine,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-345,50.9488,-114.1208,Woodbine,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-346,50.9488,-114.1208,Woodbine,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,M
RM19-347,50.9488,-114.1208,Woodbine,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-368,51.0991,-114.1228,Charleswood,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-400,51.0801,-114.0824,Rosemont,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-414,51.0641,-114.1411,Parkdale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-415,51.0641,-114.1411,Parkdale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-421,50.9715,-114.0941,Haysboro,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,perplexus,F
RM19-439,51.0298,-114.1501,Glenbrook,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-442,50.9459,-114.0294,Acadia,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,perplexus,M
RM19-447,51.0539,-114.1044,Hillhurst,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-449,51.0323,-114.075,Cliff Bungalow,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-453,51.0359,-114.162,Glendale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-458,51.0904,-114.1335,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-459,51.0904,-114.1335,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,M
RM19-464,51.0904,-114.1335,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,M
RM19-468,51.1426,-114.171,Citadel,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-470,51.1507,-114.2313,Royal Oak,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-471,51.1507,-114.2313,Royal Oak,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-488,51.0375,-114.146,Glendale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-493,51.0649,-114.1399,Parkdale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-534,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,perplexus,F
RM19-535,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,perplexus,F
RM19-536,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,perplexus,F
RM19-539,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,perplexus,F
RM19-543,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,perplexus,M
RM19-547,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,perplexus,F
RM19-549,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,perplexus,F
RM19-550,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,perplexus,F
RM19-568,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,perplexus,F
RM19-590,51.0114,-114.0691,Parkhill,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-594,51.0137,-114.1123,Altadore,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-598,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-601,51.0302,-114.1078,Bankview,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-608,51.0302,-114.1078,Bankview,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-624,51.0643,-114.1413,Parkdale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-626,51.0988,-114.1884,Silver Springs,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-627,51.0988,-114.1884,Silver Springs,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-657,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,perplexus,F
RM19-659,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,perplexus,M
RM19-671,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,M
RM19-672,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-677,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,M
RM19-678,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-679,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-686,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,M
RM19-690,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-692,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-695,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,M
RM19-698,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-703,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-705,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,M
RM19-707,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-729,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-735,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,M
RM19-738,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,F
RM19-750,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,perplexus,M
RM19-774,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-775,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-781,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,F
RM19-796,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,M
RM19-831,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,perplexus,M
RM19-895,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,M
RM19-900,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-915,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-916,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-922,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,M
RM19-923,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,F
RM19-924,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,M
RM19-925,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,M
RM19-927,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,M
RM19-928,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,perplexus,M
RM19-972,51.1514,-114.1193,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-973,51.1514,-114.1193,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-987,51.0355,-114.1211,Killarney,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-1014,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1015,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-1016,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-1024,50.8894,-114.0835,Silverado,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1039,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-1076,51.0302,-114.1078,Bankview,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-1089,51.1105,-114.1486,Dalhousie,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1097,51.0407,-114.107,Shaganappi,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-1102,51.0741,-114.0798,Mount Pleasant,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-1113,50.9435,-114.0634,Lake Bonavista,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1156,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1169,51.1631,-114.1224,Evanston,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1213,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-1221,51.1518,-114.122,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1311,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1312,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1313,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,F
RM19-1314,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-1385,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,perplexus,M
RM19-086,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-089,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-090,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-097,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-115,50.9413,-114.0877,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-120,51.0465,-113.979,Forest Heights,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-121,51.0465,-113.979,Forest Heights,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-235,51.0889,-114.1494,Varsity,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-237,50.9549,-114.131,Cedarbrae,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-249,51.0715,-114.2154,Cougar Ridge,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-250,51.0715,-114.2154,Cougar Ridge,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-270,51.0919,-114.1955,Bowness,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-295,51.0375,-114.146,Glendale,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-306,51.0548,-114.1595,Wildwood,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-335,51.1207,-114.2264,Scenic Acres,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-350,51.1507,-114.2313,Royal Oak,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-379,51.0988,-114.1884,Silver Springs,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-391,51.1076,-114.1649,Dalhousie,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-395,51.0589,-114.0395,Renfrew,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,rufocinctus,F
RM19-440,50.9459,-114.0294,Acadia,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-452,51.0359,-114.162,Glendale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-510,50.9667,-114.0819,Haysboro,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-514,51.1105,-114.1486,Dalhousie,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-515,51.1105,-114.1486,Dalhousie,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-525,51.0957,-114.2045,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-529,51.0957,-114.2045,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-544,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-546,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-551,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,rufocinctus,M
RM19-573,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-586,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-599,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-600,51.0302,-114.1078,Bankview,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,rufocinctus,F
RM19-602,51.0302,-114.1078,Bankview,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,rufocinctus,F
